USER     PID   PPID  VSIZE  RSS     WCHAN    PC         NAME
root      149   2     0      0     c0221568 00000000 S jbd2/mmcblk0p2- (u:0, s:0)
root      150   2     0      0     c006aae8 00000000 S ext4-dio-unwrit (u:0, s:0)
root      153   2     0      0     c0221568 00000000 S jbd2/mmcblk0p3- (u:0, s:0)
root      154   2     0      0     c006aae8 00000000 S ext4-dio-unwrit (u:0, s:0)
system    158   122   1360   292   c0699950 b6f304a0 S /system/bin/drvbd (u:0, s:0)
root      159   122   2472   4     c018997c 00011658 S /sbin/healthd (u:1, s:0)
system    160   122   1120   176   c04454f4 b6f897ac S /system/bin/servicemanager (u:0, s:6)
root      161   122   5060   1296  ffffffff b6e6a0a4 S /system/bin/vold (u:1, s:3)
system    162   122   976    164   c015a2ec b6f469e4 S /system/bin/logwrapper (u:0, s:0)
root      163   122   1768   540   c015a2ec b6efc9e4 S /system/bin/debuggerd (u:0, s:5)
shell     164   122   2432   612   ffffffff b6ea80a4 S /system/bin/mobile_log_d (u:0, s:3)
root      165   122   9976   1168  ffffffff b6ea10a4 S /system/bin/netd (u:4, s:52)
system    166   162   1048   192   c015a2ec b6ec19e4 S /system/bin/6620_launcher (u:2, s:2)
shell     167   122   3172   704   ffffffff b6ef8b2c S /system/bin/netdiag (u:0, s:0)
system    170   122   171980 5384  ffffffff b6ebf95c S /system/bin/surfaceflinger (u:63, s:132)
root      171   122   509252 47068 ffffffff 4012a8f8 S zygote (u:398, s:62)
root      172   122   5872   868   ffffffff b6f687ac S /system/bin/pppoe-dial (u:1, s:0)
drm       173   122   30928  9896  ffffffff b6ea97ac S /system/bin/drmserver (u:12, s:5)
media     174   122   51696  12056 ffffffff b6ed97ac S /system/bin/mediaserver (u:27, s:16)
system    175   122   4568   560   ffffffff b6edf7ac S /system/bin/matv (u:0, s:0)
install   178   122   1128   472   c07582dc b6f1d4e8 S /system/bin/installd (u:0, s:0)
keystore  180   122   4708   1060  c04454f4 b6ee67ac S /system/bin/keystore (u:2, s:0)
media     181   122   4716   708   ffffffff b6f647ac S /system/bin/MtkCodecService (u:0, s:1)
root      186   122   1108   236   c0699950 b6f454a0 S /system/bin/kisd (u:0, s:0)
bluetooth 189   122   14628  4468  ffffffff b6e188f8 S /system/bin/mtkbt (u:8, s:2)
system    191   122   4724   716   ffffffff b6edd7ac S /system/bin/nvram_agent_binder (u:1, s:0)
system    193   122   3132   220   ffffffff b6f670a4 S /system/bin/thermal (u:0, s:0)
system    194   122   1036   188   c00750e4 b6f1c0a4 S /system/bin/thermald (u:0, s:0)
root      197   2     0      0     c04e7b6c 00000000 S mtk_stp_psm (u:0, s:0)
root      208   2     0      0     c04e7b6c 00000000 S mtk_stp_btm (u:0, s:0)
root      209   2     0      0     c04e7948 00000000 S mtk_wmtd (u:0, s:0)
root      402   122   1040   516   c0011fa0 b6f5b330 S /system/bin/sh (u:4, s:25)
nvram     405   122   27040  8360  ffffffff b6f0c0a4 S /system/bin/em_svr (u:22, s:43)
root      531   2     0      0     c006acf8 00000000 S kworker/0:2 (u:0, s:0)
root      592   2     0      0     c01706b4 00000000 S flush-179:0 (u:0, s:1)
system    605   171   600596 49392 ffffffff 4012b95c S system_server (u:911, s:938)
u0_a5     677   171   533592 52216 ffffffff 4012b95c S com.android.systemui (u:44, s:33)
media_rw  743   122   3708   432   ffffffff b6f2a4e8 S /system/bin/sdcard (u:1, s:47)
u0_a18    746   171   524608 24588 ffffffff 4012b95c S com.android.inputmethod.latin (u:12, s:10)
system    760   171   609984 53740 ffffffff 4012b95c S com.zte.browser (u:241, s:61)
system    773   171   522956 20408 ffffffff 4012b95c S com.ztestb.netaccessagent (u:210, s:736)
radio     786   171   540976 30552 ffffffff 4012b95c S com.android.phone (u:78, s:28)
system    799   171   521912 20432 ffffffff 4012b95c S com.ztestb.nmassistant (u:26, s:29)
system    814   171   538672 31804 ffffffff 4012b95c S com.itv.android.iptv.tvclient (u:512, s:659)
system    826   171   524004 21360 ffffffff 4012b95c S com.ztestb.upgrade (u:115, s:1758)
system    842   171   533160 21700 ffffffff 4012b95c S com.ztestb.basecomp (u:406, s:1454)
u0_a30    855   171   567180 28900 ffffffff 4012b95c S id.co.inovasiriset.tvms (u:30, s:24)
system    870   171   533296 32540 ffffffff 4012b95c S STB.OSD (u:104, s:42)
bluetooth 882   171   521712 21468 ffffffff 4012b95c S com.mediatek.bluetooth (u:7, s:7)
system    898   171   522672 19568 ffffffff 4012b95c S com.ztestb.javawatch (u:58, s:137)
system    911   171   524856 21420 ffffffff 4012b95c S com.ztestb.sqm (u:65, s:185)
system    923   171   527720 27964 ffffffff 4012b95c S com.itv.android.iptv (u:38, s:25)
system    939   171   531212 26172 ffffffff 4012b95c S com.zte.mes.floatWin (u:457, s:772)
system    953   171   521508 19696 ffffffff 4012b95c S com.zte.Monitor (u:228, s:475)
system    966   171   549620 25244 ffffffff 4012b95c S com.zte.zteplayer (u:70, s:105)
system    979   171   520100 19796 ffffffff 4012b95c S zteplayer.service (u:3, s:10)
system    992   171   519944 19408 ffffffff 4012b95c S com.android.dlna (u:4, s:8)
system    1005  171   523520 21788 ffffffff 4012b95c S com.zte.netmanager (u:108, s:45)
system    1018  171   533940 24224 ffffffff 4012b95c S com.stbmc.maincontrol (u:312, s:553)
system    1031  171   520116 19788 ffffffff 4012b95c S com.ztestb.dlnamanager (u:3, s:10)
u0_a1     1063  171   528248 25200 ffffffff 4012b95c S com.android.contacts (u:18, s:10)
u0_a1     1119  171   539148 31468 ffffffff 4012b95c S android.process.acore (u:35, s:23)
u0_a3     1135  171   526704 27360 ffffffff 4012b95c S android.process.media (u:88, s:56)
system    1169  1     7460   1180  ffffffff 400a39e4 S /data/data/com.stbmc.maincontrol/files/mcres/bin/autotest (u:8, s:5)
u0_a4     1199  171   519888 19848 ffffffff 4012b95c S com.android.externalstorage (u:2, s:11)
system    1244  171   520120 20360 ffffffff 4012b95c S com.mcsp.MSCAgent (u:8, s:10)
system    1291  171   522348 20480 ffffffff 4012b95c S com.ztestb.stbcfg (u:13, s:30)
u0_a31    1317  171   523952 23564 ffffffff 4012b95c S id.co.inovasiriset.tvms.control (u:16, s:13)
u0_a0     1336  171   522324 22308 ffffffff 4012b95c S com.android.providers.calendar (u:8, s:16)
u0_a9     1369  171   551524 30644 ffffffff 4012b95c S cm.aptoidetv.pt.useeapps (u:75, s:30)
system    1503  171   519888 18716 ffffffff 4012b95c S com.mediatek.thermalmanager (u:3, s:9)
system    1516  171   525464 22876 ffffffff 4012b95c S com.zte.iptvclient.android.settings (u:8, s:10)
system    1531  171   522316 21176 ffffffff 4012b95c S com.zte.helper (u:5, s:12)
u0_a10    1548  171   528996 22592 ffffffff 4012b95c S com.android.browser (u:7, s:10)
u0_a13    1575  171   523460 20492 ffffffff 4012b95c S com.android.documentsui (u:1, s:13)
u0_a2     1598  171   519880 19060 ffffffff 4012b95c S com.android.defcontainer (u:1, s:12)
u0_a23    1616  171   520440 18832 ffffffff 4012b95c S com.mediatek.apst.target (u:5, s:6)
root      1761  2     0      0     00000000 00000000 R kworker/0:0 (u:37, s:299)
root      1829  402   1360   480   00000000 b6eb14e8 R ps (u:0, s:5)
